Rank,Title,HP,ATK,SPD,DEF,RES
738,New Year Reginn,37,38,40,23,24
739,Young Merric,41,34,41,21,25
740,Halloween Anna,40,44,47,31,27
741,Valentine's Mist,36,34,34,17,23
742,Legendary Lyn,36,31,36,21,27
743,Caeldori,39,40,44,30,31
744,Canas,36,32,29,21,33
745,Shez (F),38,41,42,32,34
746,Lapis,41,41,45,29,32
747,Cornelia,42,46,23,26,40
748,Ninja Igrene,40,43,38,22,30
749,Wrys,42,24,23,22,36
750,Riev,43,39,25,23,40
751,Ninja Camilla,38,43,19,32,40
752,Freyja,40,38,44,24,22
753,Lyn (LA),37,31,36,27,34
754,Summer Tana,35,33,36,20,25
755,Knoll,43,37,32,19,35
756,Medeus,40,44,18,38,43
757,Performing Azura,35,32,34,20,28
758,Clarine,35,25,33,22,29
759,Young Eliwood,39,45,46,29,20
760,Heiðr (Unit),38,45,45,29,20
761,Julia,38,35,26,17,32
762,Bridal Say'ri,40,44,46,28,26
763,Ewan,38,37,33,23,35
764,Khadein Byleth (M),40,42,44,25,26
765,Bridal Larum,38,32,40,26,31
766,Mist,39,27,28,20,34
767,Zephia,41,40,44,23,24
768,Spring Est,39,38,35,17,26
769,Fallen Lilith,39,40,43,29,33
770,Hilda (Genealogy),41,40,25,24,40
771,New Year Elm,41,40,45,27,31
772,Brave Corrin (F),42,40,46,37,40
773,Forrest,39,32,26,19,35
774,Lucia,40,41,45,29,32
775,Legendary Caeda,39,38,43,27,31
776,Aelfric,43,40,31,20,37
777,Legendary Byleth (F),40,39,43,23,26
778,Natasha,37,36,32,24,36
779,Summer Gunnthrá,39,33,37,17,24
780,Summer Ymir,38,45,18,35,41
781,Spring Kagero,36,35,34,18,27
782,Dorothy,40,46,43,25,28
783,Gotoh,40,42,14,38,42
784,Summer Hilda (Three Houses),39,37,40,20,25
785,Priscilla,36,29,29,19,32
786,Bridal Sigrun,35,31,38,27,31
787,Flame Tana,39,39,42,26,32
788,Kagero,31,35,32,22,28
789,Winter Bernadetta,39,36,40,19,23
790,Miriel,37,37,40,25,31
791,Annand,37,35,39,27,34
792,Ninja Lyn,40,38,42,21,26
793,Asbel,40,36,42,21,26
794,Summer Lyn,37,33,38,20,27
795,Ishtar,38,34,36,17,26
796,Mathilda,35,29,32,24,34
797,Summer Elise,34,36,34,18,25
798,Plegian Tharja,40,39,41,19,22
799,Rearmed Ingrid,38,44,47,30,25
800,Halloween Henry,36,33,34,26,36
801,Summer Shamir,40,43,46,25,20
802,Valentine's Takumi,40,40,46,28,31
803,Brave Gullveig,40,45,47,27,19
804,Ursula,35,29,32,19,30
805,Summer Elincia,38,36,40,25,33
806,August,40,40,17,32,43
807,Dwyer,40,37,35,25,39
808,Legendary Julia,40,39,28,19,36
809,Peony,38,31,36,16,24
810,Tine,38,42,42,23,26
811,Hostile Springs Camilla,38,33,35,17,28
812,Hostile Springs Hinoka,38,35,35,16,26
813,Ascended Celica,40,43,42,21,25
814,Adrift Camilla,36,37,30,17,30
815,Lewyn,38,34,37,17,25
816,Bridal Ninian,34,28,33,18,27
817,Legendary Celica,40,38,38,18,28
818,Monica,40,38,43,24,31
819,Spring Palla,38,37,34,17,29
820,Bridal Louise,39,31,34,17,30
821,Winter Nino,40,35,41,22,31
822,Thief Cath,39,37,43,21,22
823,Spring Veronica,38,35,36,16,25
824,Vanessa,39,40,43,27,34
825,Ascended Tiki (Young),38,42,44,32,36
826,Wind Tribe Claude,42,44,47,24,26
827,Soiree Ishtar,36,34,36,16,22
828,Olwen (WT),34,30,35,19,27
829,Say'ri,40,35,40,23,34
830,Soren,36,33,33,17,29
831,Bridal Shanna,37,38,42,23,27
832,Tethys,38,27,35,23,34
833,Ascended Ced,43,45,46,22,26
834,Febail,40,46,45,26,31
835,Legendary Alear (F),40,41,47,33,37
836,Pent,40,38,39,19,30
837,Hostile Springs Elise,34,33,37,18,22
838,Thief Leila,40,38,43,20,24
839,New Year Eir,39,31,36,21,34
840,Halloween Nils,44,35,41,21,35
841,Summer Selena,36,37,37,17,23
842,Clair,37,26,36,24,33
843,Valentine's Soren,37,35,33,14,25
844,Winter Lysithea,38,42,40,19,23
845,Brave Lyn,35,33,35,18,28
846,Plegian Dorothea,37,38,35,16,26
847,Legendary Yuri,41,44,47,24,26
848,Triandra,38,37,38,16,22
849,Genny,32,35,25,21,34
850,Selena (Sacred Stones),40,39,39,16,23
851,Hinoka (WF),37,32,35,17,29
852,Rhea,40,44,16,42,46
853,Nino,33,33,36,19,26
854,Legendary Azura,33,30,35,17,24
855,Spring Karla,40,45,47,24,22
856,Wind Tribe Catria,39,45,45,25,30
857,Fallen Ninian,45,27,40,23,36
858,Serra,33,30,31,21,33
859,Wind Tribe Kagero,43,47,45,20,23
860,Young Caeda,36,33,42,25,30
861,Halloween Sophia,37,38,23,27,42
862,Legendary Hinoka,40,46,46,23,22
863,Summer Ursula,36,36,34,16,28
864,Miranda,38,36,35,21,36
865,Maribelle,34,35,33,16,27
866,Saias,36,33,30,18,34
867,Olwen,34,26,34,20,30
868,Mae,35,36,31,16,30
869,Silvia,40,27,36,17,30
870,Valentine's Titania,35,30,33,17,30
871,Nino (SF),36,33,38,17,25
872,Ascended Florina,39,37,43,22,31
873,Bridal Micaiah,39,39,20,19,38
874,Hoshidan Summer Micaiah,33,34,20,18,34
875,Masquerade Lachesis,37,37,27,19,37
876,Morgan (F),37,34,30,16,33
877,Julius,38,35,27,16,35
878,Summer Lute,37,35,34,17,32
879,Bridal Cecilia,40,41,25,18,38
880,Maria,36,27,34,19,32
881,Halloween Seadall,40,40,46,21,25
882,Summer Gaius,34,30,37,19,28
883,Hatari Azura,37,37,39,16,23
884,Summer Dorothea,38,37,36,16,30
885,Micaiah,35,35,28,18,35
886,New Year Peony,38,34,40,16,23
887,Rearmed Tana,40,45,47,22,23
888,Lugh,37,35,36,17,31
889,Flora,38,34,23,18,38
890,L'Arachel,33,33,31,17,31
891,Summer Byleth (F),40,36,42,16,21
892,Summer Tharja,40,45,44,19,20
893,Summer Leo,37,32,27,16,35
894,Ced,37,35,39,19,31
895,Harmonized Mia,38,35,41,17,25
896,Arval,40,44,27,23,43
897,Scion Lewyn,40,38,40,19,34
898,Summer Linde,33,34,35,16,26
899,Performing Olivia,34,28,34,16,28
900,Spring Sharena,37,32,36,16,30
901,Caeda,36,25,37,24,34
902,Bridal Anna,38,43,46,22,25
903,Sonya,36,33,31,15,32
904,Plumeria,41,40,18,16,37
905,Valentian Est,35,41,38,25,37
906,Teatime Tailtiu,39,42,44,21,31
907,Constance,39,42,40,17,29
908,Nyx,36,42,40,19,28
909,Bridal Sanaki,35,36,30,16,33
910,Larum,37,32,39,18,30
911,Nyna,40,34,41,23,38
912,Deirdre,36,33,28,16,35
913,Salem,41,38,36,18,38
914,Neimi,39,39,42,21,35
915,Sanaki,33,37,26,17,34
916,New Year Plumeria,41,42,17,18,39
917,Summer Mercedes,38,39,25,17,38
918,Young Rebecca,39,44,45,22,33
919,Summer Lilina,35,38,25,16,35
920,Fiora,38,32,38,21,37
921,Arvis,33,34,31,17,33
922,Legendary Elincia,40,45,47,23,34
923,Phila,38,37,42,26,40
924,Masquerade Sigurd,38,38,18,16,37
925,Khadein Ursula,40,42,46,18,22
926,Brave Micaiah,36,37,28,17,37
927,Bridal Caeda,33,29,37,19,30
928,Legendary Veronica,38,42,45,19,25
929,Spring Bernadetta,39,43,47,20,25
930,Scion Julia,39,42,35,16,35
931,Picnic Genny,35,36,24,14,34
932,Linde,35,35,36,14,27
933,Elise,30,32,32,19,32
934,Teatime Lysithea,38,46,46,20,22
935,Yune,38,33,27,15,37
936,Hapi,40,42,26,16,39
937,Young L'Arachel,36,37,38,16,30
938,Chloé,36,38,40,28,42
939,Ascended Ishtar,40,41,43,17,31
940,Summer Micaiah,38,42,30,16,37
941,Fallen Julia,39,41,24,17,40
942,Masquerade Ethlyn,37,36,41,16,28
943,Plegian Katarina,39,37,43,16,28
944,Winter Dorothea,36,41,41,16,25
945,Niles,37,25,34,17,34
946,Legendary Micaiah,38,42,31,19,41
947,Nina,35,32,37,16,31
948,Young Ilyana,40,41,30,18,42
949,Innes,35,33,34,14,31
950,Seiðr,39,43,30,17,40
951,Ilyana,39,38,32,17,40
952,Thief Nina,38,37,43,18,32
953,Citrinne,38,46,27,22,44
954,Legendary Deirdre,40,43,32,19,43
955,Spring Delthea,36,43,40,16,28
956,Katarina,34,32,34,15,32
957,Ascended Elincia,38,44,45,18,28
958,Khadein Nino,38,41,46,20,32
959,Fee,37,40,45,26,40
960,Lute,33,36,32,16,34
961,Legendary Lilina,39,42,21,16,40
962,Bastian,40,44,28,20,45
963,Spring Triandra,37,43,46,18,18
964,Lucius,37,32,30,13,35
965,Groom Saul,37,33,37,16,35
966,Tatiana,40,37,34,15,39
967,Brave Marianne,38,40,41,17,35
968,Selkie,35,29,38,19,35
969,Louise,41,37,42,16,36
970,Kaze,34,30,36,17,34
971,Marianne,36,41,32,17,39
972,Young Mark,40,44,27,20,46
973,Summer Ivy,38,46,25,20,44
974,New Year Anna,40,34,40,16,37
975,Eir,35,32,37,14,31
976,Groom Rafiel,38,28,35,20,41
977,Pirate Vika,41,34,40,17,40
978,Leanne,36,27,37,16,34
979,Delthea,33,36,34,13,31
980,Khadein Linde,37,44,45,16,27
981,Bridal Lilina,39,44,22,16,42
982,Summer L'Arachel,37,46,44,16,30
983,Valentine's Elise,37,43,46,16,27
984,Rearmed Plumeria,40,46,18,19,45
985,Sara,35,40,37,16,37
986,Halloween Sakura,33,32,34,14,34
987,Syrene,37,39,45,21,41
988,Khadein Soren,38,43,34,18,45
989,Felicia,34,23,37,18,35
990,Halloween Flayn,38,46,26,18,46
991,Niime,36,42,33,17,43
992,Guinivere,36,35,40,16,38
993,Céline,37,41,44,17,38
994,Fallen Maria,37,44,45,16,35
995,Ronan,38,34,40,17,42
996,Young Soren,36,42,34,16,43
997,Ashera,37,35,39,15,40
998,Brave Soren,40,45,34,16,47
999,Young Lucius,38,45,31,17,47
1000,Valentine's Leo,37,45,31,16,45
1001,Ascended Eir,35,42,45,16,35
1002,Saul,37,40,44,16,40
1003,Elimine,36,34,40,16,41
1004,New Year Selkie,35,31,39,16,40
1005,Legendary Guinivere,37,39,45,16,40
1006,Teatime Ferdinand,40,42,45,1,25
