Rank,Title,HP,ATK,SPD,DEF,RES
737,Summer Shamir,40,43,46,25,20
738,Young Hector,47,45,16,47,41
739,Peri,35,33,33,23,30
740,Summer Selena,36,37,37,17,23
741,Kagero,31,35,32,22,28
742,New Year Azura,37,30,35,22,26
743,Brave Gullveig,40,45,47,27,19
744,Naesala,39,32,38,24,29
745,Tailtiu,39,32,35,17,25
746,Bernadetta,38,32,38,22,26
747,Adrift Camilla,36,37,30,17,30
748,Sakura,36,28,30,24,30
749,Ewan,38,37,33,23,35
750,Zephia,41,40,44,23,24
751,Lysithea,37,41,37,21,24
752,Lloyd,41,32,35,20,30
753,Spring Veronica,38,35,36,16,25
754,Rearmed Alcryst,39,43,46,30,24
755,Halloween Niles,37,34,39,25,29
756,Soiree Ishtar,36,34,36,16,22
757,Spring Catria,36,32,35,18,23
758,Halloween Timerra,37,41,46,46,23
759,Lewyn,38,34,37,17,25
760,Wrys,42,24,23,22,36
761,Summer Corrin (F),34,31,34,22,26
762,Spring Palla,38,37,34,17,29
763,Ninja Lyn,40,38,42,21,26
764,Ishtar,38,34,36,17,26
765,Aelfric,43,40,31,20,37
766,Flora,38,34,23,18,38
767,Kliff,37,30,37,25,28
768,Sigrun,37,32,36,28,34
769,Legendary Byleth (F),40,39,43,23,26
770,Setsuna,37,28,37,22,23
771,Azura,36,31,33,21,28
772,Yuri,40,39,43,26,29
773,Selena (Sacred Stones),40,39,39,16,23
774,Masquerade Lachesis,37,37,27,19,37
775,Hoshidan Summer Elincia,34,29,35,20,21
776,Summer Tana,35,33,36,20,25
777,Thief Leila,40,38,43,20,24
778,Picnic Genny,35,36,24,14,34
779,Canas,36,32,29,21,33
780,Julius,38,35,27,16,35
781,Tsubasa,39,32,40,26,30
782,Summer Ursula,36,36,34,16,28
783,Legendary Caeda,39,38,43,27,31
784,Plegian Dorothea,37,38,35,16,26
785,Summer Elincia,38,36,40,25,33
786,Caeldori,39,40,44,30,31
787,Mae,35,36,31,16,30
788,Bridal Cecilia,40,41,25,18,38
789,Titania,37,28,34,25,30
790,Legendary Celica,40,38,38,18,28
791,Anna,41,29,38,22,28
792,Dwyer,40,37,35,25,39
793,Annand,37,35,39,27,34
794,Summer Fjorm,43,43,46,28,28
795,Rebecca,37,29,34,21,27
796,Halloween Mia,36,30,34,22,28
797,Miriel,37,37,40,25,31
798,Hatari Azura,37,37,39,16,23
799,Felix,40,46,46,31,25
800,Hostile Springs Elise,34,33,37,18,22
801,Peony,38,31,36,16,24
802,Spring Lucina,35,29,36,22,25
803,Bridal Larum,38,32,40,26,31
804,Lyn (LA),37,31,36,27,34
805,Summer Mercedes,38,39,25,17,38
806,Maribelle,34,35,33,16,27
807,Shez (F),38,41,42,32,34
808,Hostile Springs Camilla,38,33,35,17,28
809,Fomortiis,46,44,15,46,44
810,Performing Azura,35,32,34,20,28
811,Khadein Byleth (M),40,42,44,25,26
812,Winter Nino,40,35,41,22,31
813,Summer Lilina,35,38,25,16,35
814,Sanaki,33,37,26,17,34
815,Legendary Lyn,36,31,36,21,27
816,Bridal Shanna,37,38,42,23,27
817,Bridal Micaiah,39,39,20,19,38
818,Brave Corrin (F),42,40,46,37,40
819,Halloween Henry,36,33,34,26,36
820,Halloween Anna,40,44,47,31,27
821,Micaiah,35,35,28,18,35
822,Lyn,37,28,37,26,29
823,New Year Peony,38,34,40,16,23
824,Summer Lyn,37,33,38,20,27
825,Bridal Sanaki,35,36,30,16,33
826,Morgan (F),37,34,30,16,33
827,Bridal Sigrun,35,31,38,27,31
828,Fallen Lilith,39,40,43,29,33
829,Rearmed Ingrid,38,44,47,30,25
830,Monica,40,38,43,24,31
831,Halloween Nils,44,35,41,21,35
832,Nanna,36,27,34,21,26
833,Rearmed Ophelia,39,44,36,25,32
834,Soren,36,33,33,17,29
835,Bridal Say'ri,40,44,46,28,26
836,Miranda,38,36,35,21,36
837,Flame Tana,39,39,42,26,32
838,Harmonized Mia,38,35,41,17,25
839,New Year Elm,41,40,45,27,31
840,Lapis,41,41,45,29,32
841,Winter Lysithea,38,42,40,19,23
842,Mist,39,27,28,20,34
843,Ricken,40,43,39,24,30
844,Say'ri,40,35,40,23,34
845,Pent,40,38,39,19,30
846,Valentine's Takumi,40,40,46,28,31
847,Fallen Julia,39,41,24,17,40
848,Fir,41,25,36,24,31
849,Summer Dorothea,38,37,36,16,30
850,Saias,36,33,30,18,34
851,Ninja Igrene,40,43,38,22,30
852,Lene,35,28,35,23,28
853,Brave Lyn,35,33,35,18,28
854,Priscilla,36,29,29,19,32
855,Nino (SF),36,33,38,17,25
856,Tine,38,42,42,23,26
857,Nino,33,33,36,19,26
858,Lucia,40,41,45,29,32
859,Brave Micaiah,36,37,28,17,37
860,Hoshidan Summer Micaiah,33,34,20,18,34
861,Summer Lute,37,35,34,17,32
862,Bridal Louise,39,31,34,17,30
863,Ascended Celica,40,43,42,21,25
864,Summer Leo,37,32,27,16,35
865,Halloween Seadall,40,40,46,21,25
866,Lugh,37,35,36,17,31
867,Deirdre,36,33,28,16,35
868,Summer Tharja,40,45,44,19,20
869,Rhea,40,44,16,42,46
870,Mathilda,35,29,32,24,34
871,Ascended Florina,39,37,43,22,31
872,Yune,38,33,27,15,37
873,Plumeria,41,40,18,16,37
874,Summer Linde,33,34,35,16,26
875,Spring Karla,40,45,47,24,22
876,Young Caeda,36,33,42,25,30
877,Hinoka (WF),37,32,35,17,29
878,Vanessa,39,40,43,27,34
879,Sonya,36,33,31,15,32
880,Linde,35,35,36,14,27
881,Hapi,40,42,26,16,39
882,Wind Tribe Claude,42,44,47,24,26
883,Olwen (WT),34,30,35,19,27
884,Legendary Azura,33,30,35,17,24
885,Ursula,35,29,32,19,30
886,Arval,40,44,27,23,43
887,Legendary Hinoka,40,46,46,23,22
888,New Year Eir,39,31,36,21,34
889,Ced,37,35,39,19,31
890,L'Arachel,33,33,31,17,31
891,Masquerade Sigurd,38,38,18,16,37
892,Legendary Alear (F),40,41,47,33,37
893,Ascended Tiki (Young),38,42,44,32,36
894,Legendary Yuri,41,44,47,24,26
895,Dorothy,40,46,43,25,28
896,Clarine,35,25,33,22,29
897,Masquerade Ethlyn,37,36,41,16,28
898,Serra,33,30,31,21,33
899,Bridal Ninian,34,28,33,18,27
900,Arvis,33,34,31,17,33
901,Khadein Ursula,40,42,46,18,22
902,Wind Tribe Kagero,43,47,45,20,23
903,Ascended Ced,43,45,46,22,26
904,Plegian Katarina,39,37,43,16,28
905,Tethys,38,27,35,23,34
906,Spring Sharena,37,32,36,16,30
907,Valentine's Titania,35,30,33,17,30
908,New Year Plumeria,41,42,17,18,39
909,Salem,41,38,36,18,38
910,Lute,33,36,32,16,34
911,Fallen Ninian,45,27,40,23,36
912,Rearmed Tana,40,45,47,22,23
913,Scion Lewyn,40,38,40,19,34
914,Young L'Arachel,36,37,38,16,30
915,Clair,37,26,36,24,33
916,Summer Gaius,34,30,37,19,28
917,Ilyana,39,38,32,17,40
918,Larum,37,32,39,18,30
919,Bridal Anna,38,43,46,22,25
920,Legendary Lilina,39,42,21,16,40
921,Nyna,40,34,41,23,38
922,Spring Triandra,37,43,46,18,18
923,Silvia,40,27,36,17,30
924,Legendary Veronica,38,42,45,19,25
925,Tatiana,40,37,34,15,39
926,Lucius,37,32,30,13,35
927,Young Ilyana,40,41,30,18,42
928,Phila,38,37,42,26,40
929,Winter Dorothea,36,41,41,16,25
930,Nyx,36,42,40,19,28
931,Delthea,33,36,34,13,31
932,Innes,35,33,34,14,31
933,Constance,39,42,40,17,29
934,Summer Micaiah,38,42,30,16,37
935,Elise,30,32,32,19,32
936,Febail,40,46,45,26,31
937,Teatime Lysithea,38,46,46,20,22
938,Performing Olivia,34,28,34,16,28
939,Maria,36,27,34,19,32
940,Wind Tribe Catria,39,45,45,25,30
941,Thief Nina,38,37,43,18,32
942,Fiora,38,32,38,21,37
943,Spring Bernadetta,39,43,47,20,25
944,Chloé,36,38,40,28,42
945,Valentian Est,35,41,38,25,37
946,Neimi,39,39,42,21,35
947,Olwen,34,26,34,20,30
948,Citrinne,38,46,27,22,44
949,Teatime Tailtiu,39,42,44,21,31
950,Bastian,40,44,28,20,45
951,Bridal Lilina,39,44,22,16,42
952,Scion Julia,39,42,35,16,35
953,Young Mark,40,44,27,20,46
954,Nina,35,32,37,16,31
955,Katarina,34,32,34,15,32
956,Summer Ivy,38,46,25,20,44
957,Legendary Micaiah,38,42,31,19,41
958,Seiðr,39,43,30,17,40
959,Bridal Caeda,33,29,37,19,30
960,Ascended Ishtar,40,41,43,17,31
961,Groom Saul,37,33,37,16,35
962,Caeda,36,25,37,24,34
963,Louise,41,37,42,16,36
964,Legendary Deirdre,40,43,32,19,43
965,Eir,35,32,37,14,31
966,New Year Anna,40,34,40,16,37
967,Marianne,36,41,32,17,39
968,Spring Delthea,36,43,40,16,28
969,Pirate Vika,41,34,40,17,40
970,Halloween Sakura,33,32,34,14,34
971,Kaze,34,30,36,17,34
972,Brave Marianne,38,40,41,17,35
973,Niles,37,25,34,17,34
974,Ascended Elincia,38,44,45,18,28
975,Young Rebecca,39,44,45,22,33
976,Khadein Nino,38,41,46,20,32
977,Selkie,35,29,38,19,35
978,Groom Rafiel,38,28,35,20,41
979,Fee,37,40,45,26,40
980,Halloween Flayn,38,46,26,18,46
981,Rearmed Plumeria,40,46,18,19,45
982,Khadein Linde,37,44,45,16,27
983,Legendary Elincia,40,45,47,23,34
984,Guinivere,36,35,40,16,38
985,Valentine's Elise,37,43,46,16,27
986,Sara,35,40,37,16,37
987,Leanne,36,27,37,16,34
988,Ashera,37,35,39,15,40
989,Ronan,38,34,40,17,42
990,Niime,36,42,33,17,43
991,Khadein Soren,38,43,34,18,45
992,Young Soren,36,42,34,16,43
993,Elimine,36,34,40,16,41
994,Summer L'Arachel,37,46,44,16,30
995,Syrene,37,39,45,21,41
996,Valentine's Leo,37,45,31,16,45
997,Young Lucius,38,45,31,17,47
998,New Year Selkie,35,31,39,16,40
999,Felicia,34,23,37,18,35
1000,Céline,37,41,44,17,38
1001,Brave Soren,40,45,34,16,47
1002,Saul,37,40,44,16,40
1003,Teatime Ferdinand,40,42,45,1,25
1004,Ascended Eir,35,42,45,16,35
1005,Legendary Guinivere,37,39,45,16,40
1006,Fallen Maria,37,44,45,16,35
