Rank,Title,HP,ATK,SPD,DEF,RES
740,Brave Veronica,36,32,36,21,19
741,Sue,36,32,38,23,20
742,Serra,33,30,31,21,33
743,Bridal Flavia,41,44,45,31,18
744,Valentine's Veronica,40,36,38,21,22
745,Lysithea,37,41,37,21,24
746,Mist,39,27,28,20,34
747,Knoll,43,37,32,19,35
748,Hatari Xane,47,30,36,23,35
749,Legendary Claude,41,37,41,23,24
750,Spring Inigo,40,38,40,22,27
751,Summer Eirika,39,39,42,25,22
752,Ylgr,38,33,38,22,20
753,Summer Ingrid,39,34,42,25,26
754,Bridal Cordelia,36,35,35,19,22
755,Valentine's Takumi,40,40,46,28,31
756,Leila,40,36,41,23,26
757,Dorothy,40,46,43,25,28
758,New Year Reginn,37,38,40,23,24
759,Bridal Say'ri,40,44,46,28,26
760,Setsuna,37,28,37,22,23
761,Summer Tana,35,33,36,20,25
762,Hoshidan Summer Elincia,34,29,35,20,21
763,Brave Lysithea,40,40,39,21,25
764,Noah,40,45,45,31,18
765,Scion Nanna,40,35,41,23,27
766,Kronya,44,31,39,22,26
767,Ursula,35,29,32,19,30
768,Hoshidan Summer Micaiah,33,34,20,18,34
769,Adrift Camilla,36,37,30,17,30
770,Fir,41,25,36,24,31
771,Legendary Ninian,44,37,41,22,24
772,Anna,41,29,38,22,28
773,Claude,39,33,37,20,21
774,Spring Kagero,36,35,34,18,27
775,Valentian Est,35,41,38,25,37
776,Khadein Byleth (M),40,42,44,25,26
777,Merlinus,50,20,35,31,27
778,Arval,40,44,27,23,43
779,Wrys,42,24,23,22,36
780,Febail,40,46,45,26,31
781,Summer Laegjarn,37,34,37,20,21
782,Rearmed Ingrid,38,44,47,30,25
783,Miranda,38,36,35,21,36
784,Masquerade Lachesis,37,37,27,19,37
785,Say'ri,40,35,40,23,34
786,Spring Severa,39,37,40,24,17
787,Monica,40,38,43,24,31
788,Ninja Corrin (F),38,41,40,23,20
789,Summer Shez (F),40,46,45,30,18
790,Spring Ashe,40,43,46,32,17
791,Summer Elise,34,36,34,18,25
792,Teatime Ayra,40,44,46,32,17
793,Tethys,38,27,35,23,34
794,Bridal Fjorm,42,34,34,17,23
795,Pirate Naesala,42,39,43,23,25
796,Rearmed Eitr,40,44,46,33,16
797,Aversa,42,33,34,17,24
798,New Year Takumi,40,34,34,17,27
799,Summer Freyja,40,39,43,25,20
800,Spring Catria,36,32,35,18,23
801,Clair,37,26,36,24,33
802,Spring Sonya,40,42,41,23,20
803,Heiðr (Unit),38,45,45,29,20
804,Saias,36,33,30,18,34
805,Valentine's Mist,36,34,34,17,23
806,New Year Eir,39,31,36,21,34
807,Nerþuz,40,42,47,30,20
808,Micaiah,35,35,28,18,35
809,Tine,38,42,42,23,26
810,Bridal Ninian,34,28,33,18,27
811,Legendary Byleth (F),40,39,43,23,26
812,Bridal Micaiah,39,39,20,19,38
813,Olwen (WT),34,30,35,19,27
814,Summer Lyn,37,33,38,20,27
815,Winter Nino,40,35,41,22,31
816,Lon'qu,45,29,39,22,22
817,Young Eliwood,39,45,46,29,20
818,Soren,36,33,33,17,29
819,Bridal Shanna,37,38,42,23,27
820,Spring Palla,38,37,34,17,29
821,Young Caeda,36,33,42,25,30
822,Spring Est,39,38,35,17,26
823,Wind Tribe Catria,39,45,45,25,30
824,Rearmed Chrom,41,45,46,29,18
825,Chloé,36,38,40,28,42
826,Bridal Cecilia,40,41,25,18,38
827,Brave Lyn,35,33,35,18,28
828,Tailtiu,39,32,35,17,25
829,Erk,45,35,39,19,27
830,Nino,33,33,36,19,26
831,Young Merric,41,34,41,21,25
832,Summer Hilda (Three Houses),39,37,40,20,25
833,Sanaki,33,37,26,17,34
834,L'Arachel,33,33,31,17,31
835,Zephia,41,40,44,23,24
836,Freyja,40,38,44,24,22
837,Mae,35,36,31,16,30
838,Flora,38,34,23,18,38
839,Hostile Springs Camilla,38,33,35,17,28
840,Olwen,34,26,34,20,30
841,Pent,40,38,39,19,30
842,Ninja Lyn,40,38,42,21,26
843,Phila,38,37,42,26,40
844,Legendary Celica,40,38,38,18,28
845,Bridal Louise,39,31,34,17,30
846,Julius,38,35,27,16,35
847,Ishtar,38,34,36,17,26
848,Morgan (F),37,34,30,16,33
849,Ascended Celica,40,43,42,21,25
850,Asbel,40,36,42,21,26
851,Halloween Nils,44,35,41,21,35
852,Maribelle,34,35,33,16,27
853,Elise,30,32,32,19,32
854,Valentine's Titania,35,30,33,17,30
855,Loki,42,33,35,16,25
856,Summer Lute,37,35,34,17,32
857,Hinoka (WF),37,32,35,17,29
858,Hostile Springs Hinoka,38,35,35,16,26
859,Ascended Florina,39,37,43,22,31
860,Summer Ursula,36,36,34,16,28
861,Wind Tribe Claude,42,44,47,24,26
862,Summer Leo,37,32,27,16,35
863,Bridal Sanaki,35,36,30,16,33
864,Arvis,33,34,31,17,33
865,Summer Lilina,35,38,25,16,35
866,Citrinne,38,46,27,22,44
867,Summer Mercedes,38,39,25,17,38
868,Maria,36,27,34,19,32
869,Plegian Dorothea,37,38,35,16,26
870,Nyna,40,34,41,23,38
871,Summer Gunnthrá,39,33,37,17,24
872,Lewyn,38,34,37,17,25
873,Legendary Yuri,41,44,47,24,26
874,Legendary Azura,33,30,35,17,24
875,Winter Bernadetta,39,36,40,19,23
876,Caeda,36,25,37,24,34
877,Brave Micaiah,36,37,28,17,37
878,Hostile Springs Elise,34,33,37,18,22
879,Deirdre,36,33,28,16,35
880,Summer Gaius,34,30,37,19,28
881,Spring Veronica,38,35,36,16,25
882,Brave Gullveig,40,45,47,27,19
883,Summer Shamir,40,43,46,25,20
884,Ascended Ced,43,45,46,22,26
885,Ced,37,35,39,19,31
886,Lugh,37,35,36,17,31
887,Summer Selena,36,37,37,17,23
888,Neimi,39,39,42,21,35
889,Winter Lysithea,38,42,40,19,23
890,Scion Lewyn,40,38,40,19,34
891,Fiora,38,32,38,21,37
892,Legendary Micaiah,38,42,31,19,41
893,Plegian Tharja,40,39,41,19,22
894,Salem,41,38,36,18,38
895,Sonya,36,33,31,15,32
896,Peony,38,31,36,16,24
897,Thief Cath,39,37,43,21,22
898,Soiree Ishtar,36,34,36,16,22
899,Fallen Ninian,45,27,40,23,36
900,Valentine's Soren,37,35,33,14,25
901,Fee,37,40,45,26,40
902,Summer Dorothea,38,37,36,16,30
903,Teatime Tailtiu,39,42,44,21,31
904,New Year Plumeria,41,42,17,18,39
905,Young Rebecca,39,44,45,22,33
906,Nyx,36,42,40,19,28
907,Thief Leila,40,38,43,20,24
908,Summer Linde,33,34,35,16,26
909,Plumeria,41,40,18,16,37
910,Legendary Elincia,40,45,47,23,34
911,Fallen Julia,39,41,24,17,40
912,Masquerade Sigurd,38,38,18,16,37
913,Bastian,40,44,28,20,45
914,Legendary Deirdre,40,43,32,19,43
915,Picnic Genny,35,36,24,14,34
916,Spring Karla,40,45,47,24,22
917,Young Ilyana,40,41,30,18,42
918,Summer Micaiah,38,42,30,16,37
919,Nino (SF),36,33,38,17,25
920,Hapi,40,42,26,16,39
921,Performing Olivia,34,28,34,16,28
922,Legendary Hinoka,40,46,46,23,22
923,Bridal Caeda,33,29,37,19,30
924,Seiðr,39,43,30,17,40
925,Spring Sharena,37,32,36,16,30
926,Scion Julia,39,42,35,16,35
927,Summer Ivy,38,46,25,20,44
928,Larum,37,32,39,18,30
929,Young Mark,40,44,27,20,46
930,Triandra,38,37,38,16,22
931,Ilyana,39,38,32,17,40
932,Constance,39,42,40,17,29
933,Lute,33,36,32,16,34
934,Yune,38,33,27,15,37
935,Silvia,40,27,36,17,30
936,Bridal Anna,38,43,46,22,25
937,Selena (Sacred Stones),40,39,39,16,23
938,Halloween Seadall,40,40,46,21,25
939,Wind Tribe Kagero,43,47,45,20,23
940,Marianne,36,41,32,17,39
941,Rearmed Tana,40,45,47,22,23
942,Young L'Arachel,36,37,38,16,30
943,Legendary Lilina,39,42,21,16,40
944,Hatari Azura,37,37,39,16,23
945,Harmonized Mia,38,35,41,17,25
946,Katarina,34,32,34,15,32
947,Nina,35,32,37,16,31
948,Innes,35,33,34,14,31
949,Linde,35,35,36,14,27
950,New Year Peony,38,34,40,16,23
951,Selkie,35,29,38,19,35
952,Ascended Ishtar,40,41,43,17,31
953,Khadein Nino,38,41,46,20,32
954,Kaze,34,30,36,17,34
955,Thief Nina,38,37,43,18,32
956,Niles,37,25,34,17,34
957,Legendary Veronica,38,42,45,19,25
958,Brave Marianne,38,40,41,17,35
959,Groom Rafiel,38,28,35,20,41
960,Groom Saul,37,33,37,16,35
961,Summer Tharja,40,45,44,19,20
962,Tatiana,40,37,34,15,39
963,Spring Bernadetta,39,43,47,20,25
964,Bridal Lilina,39,44,22,16,42
965,Spring Delthea,36,43,40,16,28
966,Rearmed Plumeria,40,46,18,19,45
967,Lucius,37,32,30,13,35
968,Masquerade Ethlyn,37,36,41,16,28
969,Khadein Soren,38,43,34,18,45
970,Winter Dorothea,36,41,41,16,25
971,Ascended Elincia,38,44,45,18,28
972,Teatime Lysithea,38,46,46,20,22
973,Halloween Flayn,38,46,26,18,46
974,Sara,35,40,37,16,37
975,Summer Byleth (F),40,36,42,16,21
976,Niime,36,42,33,17,43
977,Plegian Katarina,39,37,43,16,28
978,Syrene,37,39,45,21,41
979,Louise,41,37,42,16,36
980,Delthea,33,36,34,13,31
981,Pirate Vika,41,34,40,17,40
982,New Year Anna,40,34,40,16,37
983,Khadein Ursula,40,42,46,18,22
984,Eir,35,32,37,14,31
985,Halloween Sakura,33,32,34,14,34
986,Leanne,36,27,37,16,34
987,Young Soren,36,42,34,16,43
988,Young Lucius,38,45,31,17,47
989,Valentine's Leo,37,45,31,16,45
990,Summer L'Arachel,37,46,44,16,30
991,Brave Soren,40,45,34,16,47
992,Céline,37,41,44,17,38
993,Guinivere,36,35,40,16,38
994,Khadein Linde,37,44,45,16,27
995,Ronan,38,34,40,17,42
996,Felicia,34,23,37,18,35
997,Fallen Maria,37,44,45,16,35
998,Valentine's Elise,37,43,46,16,27
999,Spring Triandra,37,43,46,18,18
1000,Ashera,37,35,39,15,40
1001,Ascended Eir,35,42,45,16,35
1002,Elimine,36,34,40,16,41
1003,Saul,37,40,44,16,40
1004,New Year Selkie,35,31,39,16,40
1005,Legendary Guinivere,37,39,45,16,40
1006,Teatime Ferdinand,40,42,45,1,25
